applicant_id,gender,age,num_children,family_size,family_status,education_type,housing_type,own_car,own_property,income_type,occupation_type,annual_income,years_employed,credit_history_months,existing_credit_lines,debt_to_income_ratio,late_payments_24m,has_email,has_work_phone,approved,application_date,product_type,requested_credit_limit,application_channel,application_purpose,monthly_debt_obligation,monthly_expenses,total_outstanding_debt,current_credit_limit,current_credit_balance,credit_score,synthetic_enrichment,synthetic_version,monthly_income,disposable_income,credit_utilization_ratio,total_credit_exposure,income_band,dti_band,credit_history_band,employment_band,payment_risk_indicator,model_target_approval
105227,F,28,0,2,Married,Lower secondary,House / apartment,N,N,Commercial associate,Accountants,44800.0,9.9,19,1,0.181,0,1,1,0,2026-04-27,Personal Loan,110780.98,Mobile App,General Spending,659.81,2360.93,6556.97,14865.97,1833.97,571,1,v1.0,3733.33,712.59,0.1234,8390.94,Medium,Low,Developing,Long Tenure,Low,0
105228,M,32,0,2,Married,Secondary,Co-op apartment,Y,N,Commercial associate,Unknown,68500.0,8.3,50,1,0.248,0,1,0,0,2025-02-23,Personal Loan,16748.38,Partner,Education,1343.46,3433.88,16652.57,23084.84,7258.0,610,1,v1.0,5708.33,930.99,0.3144,23910.57,High,Moderate,Established,Long Tenure,Low,0
105229,F,46,0,2,Single / not married,Higher education,House / apartment,Y,N,Working,Laborers,48600.0,8.7,160,1,0.214,0,1,0,0,2025-06-18,Personal Loan,111674.39,Mobile App,Debt Consolidation,817.27,2221.7,12392.42,23777.63,657.13,737,1,v1.0,4050.0,1011.03,0.0276,13049.55,Medium,Moderate,Long,Long Tenure,Low,0
105230,F,50,0,2,Married,Incomplete higher,Rented apartment,N,Y,Working,Security staff,60300.0,5.1,55,0,0.146,0,1,0,1,2025-03-26,Credit Card,30442.56,Mobile App,General Spending,842.94,2600.78,17050.74,15141.54,1371.59,643,1,v1.0,5025.0,1581.28,0.0906,18422.33,High,Low,Established,Experienced,Low,1
105231,M,53,2,3,Married,Higher education,Rented apartment,N,Y,Pensioner,Drivers,30900.0,0.0,82,3,0.31,0,1,0,0,2025-11-04,Credit Line,29921.76,Web,Education,770.13,1429.39,17061.79,25231.05,6739.76,659,1,v1.0,2575.0,375.48,0.2671,23801.55,Medium,Moderate,Long,Experienced,Low,0
105232,F,31,1,3,Married,Higher education,With parents,Unknown,N,Working,Medicine staff,64600.0,1.1,49,2,0.269,0,1,1,0,2025-07-06,Credit Card,60776.28,Partner,General Spending,1471.44,2952.24,18159.34,30192.28,6851.71,670,1,v1.0,5383.33,959.65,0.2269,25011.05,High,Moderate,Established,Early Career,Low,0
105233,M,46,2,4,Married,Secondary,House / apartment,N,Y,Working,Laborers,63800.0,17.8,56,1,0.205,0,1,1,0,2025-05-04,Personal Loan,109048.28,Mobile App,General Spending,1158.39,3152.03,12181.03,35333.52,9077.19,613,1,v1.0,5316.67,1006.25,0.2569,21258.22,High,Moderate,Established,Long Tenure,Low,0
105234,F,34,1,3,Married,Lower secondary,House / apartment,N,N,Working,Managers,54100.0,12.2,79,2,0.259,0,1,1,1,2025-08-23,Personal Loan,56534.84,Branch,General Spending,1147.9,2494.18,15896.18,47445.98,7338.8,630,1,v1.0,4508.33,866.25,0.1547,23234.98,Medium,Moderate,Long,Long Tenure,Low,1
105235,M,33,0,2,Married,Secondary,House / apartment,N,Y,Commercial associate,Medicine staff,37400.0,1.7,51,2,0.124,0,1,0,0,2026-06-21,Credit Card,55290.94,Mobile App,General Spending,387.57,1644.27,5385.34,37956.95,5795.3,656,1,v1.0,3116.67,1084.83,0.1527,11180.64,Medium,Low,Established,Early Career,Low,0
105236,F,53,0,2,Separated,Higher education,House / apartment,N,N,Working,Laborers,100300.0,2.3,141,3,0.232,0,0,0,0,2025-12-14,Credit Card,39646.18,Branch,General Spending,2017.12,5248.06,30769.37,56875.4,11590.35,777,1,v1.0,8358.33,1093.15,0.2038,42359.72,Very High,Moderate,Long,Early Career,Low,0
105237,F,33,0,2,Married,Lower secondary,House / apartment,Y,Y,Working,Cooking staff,44100.0,0.4,76,6,0.378,0,1,1,0,2026-05-28,Personal Loan,55388.39,Branch,Travel,1294.92,2312.45,23041.34,100261.85,19827.84,669,1,v1.0,3675.0,67.63,0.1978,42869.18,Medium,High,Long,New,Low,0
105238,M,43,2,4,Married,Secondary,Rented apartment,Y,Y,Commercial associate,Drivers,91900.0,8.2,111,0,0.2,0,1,0,1,2026-07-24,Personal Loan,24094.54,Branch,Education,1343.4,3414.86,19837.67,22125.55,2664.87,707,1,v1.0,7658.33,2900.07,0.1204,22502.54,High,Low,Long,Long Tenure,Low,1
105239,M,41,2,3,Married,Lower secondary,House / apartment,N,Y,Commercial associate,Core staff,31900.0,6.4,68,3,0.331,0,1,0,0,2026-07-17,Credit Card,55999.87,Web,Emergency Expense,828.48,1726.55,9994.67,43815.0,16391.19,656,1,v1.0,2658.33,103.3,0.3741,26385.86,Medium,Moderate,Long,Experienced,Low,0
105240,F,28,1,3,Single / not married,Incomplete higher,With parents,Y,N,Working,High skill tech staff,33000.0,9.3,33,5,0.321,0,1,1,0,2025-08-07,Personal Loan,79364.52,Partner,Education,1004.81,1203.38,9342.14,41756.66,6771.84,597,1,v1.0,2750.0,541.81,0.1622,16113.98,Medium,Moderate,Developing,Long Tenure,Low,0
105241,M,50,0,2,Married,Higher education,Rented apartment,N,N,Working,High skill tech staff,88700.0,0.7,51,2,0.196,0,1,0,1,2026-07-01,Credit Card,70887.08,Mobile App,General Spending,1382.1,2861.67,28826.82,47931.34,9011.94,675,1,v1.0,7391.67,3147.9,0.188,37838.76,High,Low,Established,New,Low,1
105242,F,46,1,3,Civil marriage,Secondary,House / apartment,Y,Y,Pensioner,Drivers,65400.0,0.0,117,2,0.312,0,0,0,0,2026-07-21,Credit Card,24645.88,Branch,General Spending,1718.17,2030.58,34058.89,32748.05,5436.48,683,1,v1.0,5450.0,1701.25,0.166,39495.37,High,Moderate,Long,New,Low,0
105243,F,21,0,1,Married,Lower secondary,House / apartment,N,N,Working,High skill tech staff,70500.0,11.4,0,0,0.234,0,1,1,0,2026-08-21,Credit Card,41698.72,Branch,General Spending,1228.94,2007.02,26652.45,23225.52,3970.93,569,1,v1.0,5875.0,2639.04,0.171,30623.38,High,Moderate,New,Long Tenure,Low,0
105244,F,43,0,2,Married,Secondary,Rented apartment,Y,Y,Pensioner,Laborers,15800.0,0.0,46,2,0.32,0,0,0,0,2025-08-07,Personal Loan,26850.98,Mobile App,Debt Consolidation,466.57,563.17,5145.0,24192.75,3143.69,668,1,v1.0,1316.67,286.93,0.1299,8288.69,Low,Moderate,Established,Experienced,Low,0
105245,F,31,0,2,Separated,Secondary,House / apartment,N,Y,Pensioner,Managers,49700.0,0.0,51,3,0.268,0,1,0,0,2025-05-23,Credit Card,36708.44,Partner,General Spending,1083.23,2645.83,23398.78,41009.96,5212.05,638,1,v1.0,4141.67,412.61,0.1271,28610.83,Medium,Moderate,Established,Experienced,Low,0
105246,F,52,0,1,Married,Higher education,House / apartment,Y,Y,Working,Sales staff,35600.0,3.5,51,1,0.135,0,1,0,0,2025-12-31,Credit Card,79999.19,Branch,General Spending,385.92,1226.94,8666.02,22859.37,3685.54,667,1,v1.0,2966.67,1353.81,0.1612,12351.56,Medium,Low,Established,Experienced,Low,0
105247,F,24,2,4,Single / not married,Incomplete higher,House / apartment,N,Y,Working,Laborers,33000.0,3.3,6,3,0.306,0,1,0,0,2026-08-04,Credit Card,79656.03,Branch,Education,832.52,1710.07,17920.84,33094.51,7112.89,553,1,v1.0,2750.0,207.41,0.2149,25033.73,Medium,Moderate,New,Experienced,Low,0
105248,M,36,1,3,Married,Secondary,House / apartment,Y,N,State servant,Unknown,58100.0,4.0,56,2,0.23,0,0,1,0,2026-07-16,Credit Card,58750.86,Mobile App,General Spending,1337.46,1634.14,11519.78,30500.3,7324.07,625,1,v1.0,4841.67,1870.07,0.2401,18843.85,Medium,Moderate,Established,Experienced,Low,0
105249,M,43,0,2,Married,Secondary,Rented apartment,N,Y,Working,Drivers,43300.0,2.8,110,2,0.289,0,1,0,0,2025-12-22,Credit Card,107729.3,Branch,Emergency Expense,1079.64,1267.43,14618.11,39505.15,15971.79,701,1,v1.0,3608.33,1261.26,0.4043,30589.9,Medium,Moderate,Long,Early Career,Low,0
105250,M,40,0,2,Married,Incomplete higher,House / apartment,N,N,Commercial associate,Unemployed,78100.0,18.8,85,1,0.15,0,1,0,0,2025-04-03,Credit Card,17503.37,Mobile App,General Spending,964.0,2324.0,22635.52,41830.33,8888.21,689,1,v1.0,6508.33,3220.33,0.2125,31523.73,High,Low,Long,Long Tenure,Low,0
105251,F,48,0,2,Married,Secondary,House / apartment,N,Y,Commercial associate,Medicine staff,68300.0,2.6,58,3,0.329,0,1,0,1,2025-09-21,Personal Loan,66494.8,Partner,Debt Consolidation,1440.7,2802.15,23942.63,63680.21,13237.07,628,1,v1.0,5691.67,1448.82,0.2079,37179.7,High,Moderate,Established,Early Career,Low,1
105252,F,23,0,2,Married,Secondary,House / apartment,Y,Y,Working,Core staff,46500.0,3.0,2,1,0.203,0,1,0,0,2026-03-21,Credit Card,29416.01,Mobile App,Emergency Expense,871.77,2507.74,17708.0,20995.54,449.65,544,1,v1.0,3875.0,495.49,0.0214,18157.65,Medium,Moderate,New,Early Career,Low,0
105253,M,58,0,2,Civil marriage,Secondary,With parents,N,N,Pensioner,Accountants,39700.0,0.0,128,2,0.282,0,1,1,0,2025-12-16,Credit Card,28924.94,Web,General Spending,881.09,1228.75,11404.68,28710.47,3730.55,722,1,v1.0,3308.33,1198.49,0.1299,15135.23,Medium,Moderate,Long,New,Low,0
105254,F,45,1,3,Widow,Higher education,With parents,Y,N,Commercial associate,Laborers,147800.0,0.1,114,0,0.108,0,0,0,1,2025-08-04,Credit Card,76248.98,Mobile App,General Spending,1239.46,5133.99,18784.1,29887.1,9653.77,724,1,v1.0,12316.67,5943.22,0.323,28437.87,Very High,Low,Long,New,Low,1
105255,F,54,0,1,Married,Higher education,House / apartment,N,N,Commercial associate,Managers,47800.0,9.1,100,2,0.183,0,1,0,0,2025-08-02,Credit Card,81142.03,Branch,Debt Consolidation,684.44,2384.71,9673.1,47270.86,12400.18,727,1,v1.0,3983.33,914.18,0.2623,22073.28,Medium,Low,Long,Long Tenure,Low,0
105256,M,49,2,4,Married,Incomplete higher,House / apartment,N,Y,Working,Core staff,63400.0,1.6,84,2,0.23,0,1,1,0,2025-02-07,Credit Card,34771.1,Mobile App,Debt Consolidation,1357.59,2567.29,28158.52,45353.23,11063.35,628,1,v1.0,5283.33,1358.45,0.2439,39221.87,High,Moderate,Long,Early Career,Low,0
105257,F,39,0,2,Married,Secondary,House / apartment,Y,Y,Working,Drivers,71400.0,5.3,80,0,0.33,0,1,0,1,2025-06-29,Credit Card,36810.95,Branch,General Spending,1956.88,2503.12,20331.04,28650.72,8385.28,631,1,v1.0,5950.0,1490.0,0.2927,28716.32,High,Moderate,Long,Experienced,Low,1
105258,M,25,0,1,Married,Incomplete higher,House / apartment,N,N,Working,Accountants,70100.0,1.8,15,1,0.147,0,0,1,1,2026-02-22,Credit Card,35721.63,Branch,General Spending,754.16,2616.77,11584.46,35597.25,3561.97,584,1,v1.0,5841.67,2470.74,0.1001,15146.43,High,Low,Developing,Early Career,Low,1
105259,F,33,0,1,Single / not married,Incomplete higher,Rented apartment,N,Y,Working,Core staff,139300.0,12.3,72,1,0.077,0,0,1,1,2025-05-31,Credit Card,37013.01,Mobile App,General Spending,879.24,6469.05,19513.72,65367.79,13109.41,614,1,v1.0,11608.33,4260.04,0.2005,32623.13,Very High,Low,Long,Long Tenure,Low,1
105260,M,57,1,3,Single / not married,Secondary,House / apartment,Y,Y,Commercial associate,Medicine staff,91200.0,15.5,124,1,0.158,0,0,0,1,2026-09-11,Credit Card,108515.95,Branch,General Spending,1120.92,3243.92,24467.98,30223.36,5382.61,738,1,v1.0,7600.0,3235.16,0.1781,29850.59,High,Low,Long,Long Tenure,Low,1
105261,F,55,0,2,Civil marriage,Secondary,House / apartment,N,N,Working,Accountants,34900.0,4.3,72,1,0.151,0,0,1,0,2025-02-21,Personal Loan,80313.2,Web,Travel,451.79,1546.69,9503.06,18704.51,5312.42,652,1,v1.0,2908.33,909.85,0.284,14815.48,Medium,Low,Long,Experienced,Low,0
105262,F,33,0,1,Married,Lower secondary,House / apartment,Y,Y,Working,Sales staff,35300.0,12.9,25,2,0.247,0,0,0,0,2026-01-02,Credit Card,56696.09,Web,General Spending,704.13,1707.11,6824.44,36666.43,7756.94,590,1,v1.0,2941.67,530.43,0.2116,14581.38,Medium,Moderate,Developing,Long Tenure,Low,0
105263,M,21,3,5,Married,Secondary,House / apartment,N,Y,Pensioner,Managers,28300.0,0.0,0,1,0.291,0,1,1,0,2025-11-06,Credit Card,55694.47,Mobile App,Debt Consolidation,600.12,754.45,10373.07,20139.75,3466.2,573,1,v1.0,2358.33,1003.76,0.1721,13839.27,Low,Moderate,New,New,Low,0
105264,F,37,0,1,Separated,Higher education,House / apartment,Y,N,Working,Unknown,70500.0,3.5,39,3,0.327,0,1,1,1,2026-06-04,Credit Card,36621.08,Mobile App,Emergency Expense,1908.45,3304.41,25113.71,49296.45,13421.55,581,1,v1.0,5875.0,662.14,0.2723,38535.26,High,Moderate,Established,Experienced,Low,1
105265,F,36,3,5,Married,Higher education,House / apartment,N,Y,Working,Accountants,86000.0,0.1,68,3,0.417,0,1,0,0,2026-07-08,Credit Card,113258.37,Mobile App,Travel,2974.92,4518.6,70028.11,59299.58,14167.28,629,1,v1.0,7166.67,-326.85,0.2389,84195.39,High,High,Long,New,Low,0
105266,M,37,0,1,Widow,Incomplete higher,Municipal apartment,Y,N,Working,Medicine staff,85800.0,3.0,39,2,0.309,0,1,0,0,2025-12-05,Credit Card,89399.82,Web,General Spending,1987.8,2346.16,34273.21,44478.16,12862.19,641,1,v1.0,7150.0,2816.04,0.2892,47135.4,High,Moderate,Established,Early Career,Low,0
105267,M,45,2,3,Married,Higher education,House / apartment,Y,N,Commercial associate,Sales staff,53800.0,0.5,88,2,0.201,0,1,0,0,2026-01-28,Personal Loan,88166.81,Web,Debt Consolidation,759.84,1473.23,17034.78,48879.26,10346.03,635,1,v1.0,4483.33,2250.26,0.2117,27380.81,Medium,Moderate,Long,New,Low,0
105268,F,49,0,2,Married,Higher education,House / apartment,N,N,Working,Accountants,71000.0,6.4,40,1,0.114,0,0,0,1,2026-03-12,Credit Card,21499.28,Web,Debt Consolidation,689.75,3049.49,7505.35,32938.77,8639.22,611,1,v1.0,5916.67,2177.43,0.2623,16144.57,High,Low,Established,Experienced,Low,1
105269,M,50,0,2,Single / not married,Incomplete higher,Rented apartment,N,Y,Working,Core staff,110900.0,4.3,89,1,0.239,0,1,1,1,2025-11-21,Credit Card,125083.44,Partner,General Spending,2159.17,4960.49,45840.64,47100.45,6876.56,691,1,v1.0,9241.67,2122.01,0.146,52717.2,Very High,Moderate,Long,Experienced,Low,1
105270,M,44,0,2,Married,Academic degree,House / apartment,N,Y,Working,Cooking staff,68900.0,0.8,105,1,0.324,0,0,1,0,2025-04-26,Credit Card,91840.56,Mobile App,General Spending,1828.28,2651.48,26756.76,23750.44,8826.78,741,1,v1.0,5741.67,1261.91,0.3716,35583.54,High,Moderate,Long,New,Low,0
105271,M,21,0,1,Married,Higher education,Co-op apartment,N,Y,Student,Core staff,22600.0,9.7,0,2,0.266,0,0,1,0,2025-09-25,Credit Card,53004.33,Branch,Travel,530.86,1181.7,8369.92,33816.16,8832.97,599,1,v1.0,1883.33,170.77,0.2612,17202.89,Low,Moderate,New,Long Tenure,Low,0
105272,M,36,2,4,Separated,Higher education,Rented apartment,Y,Y,Working,Security staff,84400.0,1.5,33,2,0.3,0,1,0,0,2025-05-31,Credit Line,62070.62,Branch,General Spending,1782.75,2421.73,37727.31,41234.3,9981.3,613,1,v1.0,7033.33,2828.85,0.2421,47708.61,High,Moderate,Developing,Early Career,Low,0
105273,F,65,2,3,Married,Incomplete higher,House / apartment,N,N,Pensioner,Drivers,33100.0,0.0,98,2,0.266,0,0,1,0,2025-10-17,Credit Card,56848.57,Branch,General Spending,737.26,941.9,8247.71,28875.39,8933.82,735,1,v1.0,2758.33,1079.17,0.3094,17181.53,Medium,Moderate,Long,New,Low,0
105274,M,44,0,1,Married,Incomplete higher,House / apartment,N,Y,State servant,Cooking staff,74400.0,0.7,90,2,0.063,0,1,0,1,2026-01-19,Credit Card,64972.83,Web,Debt Consolidation,411.3,1882.32,4362.64,41403.86,9296.61,673,1,v1.0,6200.0,3906.38,0.2245,13659.25,High,Low,Long,New,Low,1
105275,M,44,0,1,Married,Secondary,House / apartment,Y,N,Working,Managers,126400.0,10.8,121,3,0.282,0,0,0,1,2025-05-11,Credit Card,65392.98,Mobile App,General Spending,2927.0,6190.66,25837.73,56417.3,16160.64,741,1,v1.0,10533.33,1415.67,0.2864,41998.37,Very High,Moderate,Long,Long Tenure,Low,1
105276,M,43,0,1,Single / not married,Higher education,House / apartment,N,N,Working,Sales staff,32300.0,4.1,80,2,0.095,0,1,0,0,2025-06-05,Credit Card,31057.33,Branch,General Spending,226.74,892.43,3772.37,19356.67,4151.87,698,1,v1.0,2691.67,1572.5,0.2145,7924.24,Medium,Low,Long,Experienced,Low,0
105277,M,44,1,3,Married,Secondary,House / apartment,N,Y,Pensioner,Unknown,27600.0,0.0,34,0,0.374,1,1,1,0,2026-05-28,Credit Card,54532.38,Branch,General Spending,814.72,1175.73,15622.83,10662.0,4257.05,609,1,v1.0,2300.0,309.55,0.3993,19879.88,Low,High,Developing,Experienced,Moderate,0
105278,F,21,0,1,Married,Higher education,House / apartment,N,N,Working,Sales staff,41600.0,3.3,0,1,0.261,0,1,1,0,2025-08-24,Credit Card,34779.91,Branch,General Spending,872.12,2167.93,19931.55,15545.28,3242.75,634,1,v1.0,3466.67,426.62,0.2086,23174.3,Medium,Moderate,New,Experienced,Low,0
105279,M,37,0,2,Married,Incomplete higher,Municipal apartment,Y,N,Working,Medicine staff,40300.0,3.0,86,0,0.308,0,1,0,0,2025-05-04,Credit Card,85003.34,Mobile App,Debt Consolidation,903.71,1069.39,18340.98,9780.52,2831.27,652,1,v1.0,3358.33,1385.23,0.2895,21172.25,Medium,Moderate,Long,Early Career,Low,0
105280,F,39,1,3,Separated,Secondary,House / apartment,N,Y,Commercial associate,Laborers,42300.0,4.2,37,1,0.184,0,1,0,0,2026-03-21,Credit Card,54550.07,Web,General Spending,667.87,1202.31,11952.02,14548.12,2359.47,617,1,v1.0,3525.0,1654.82,0.1622,14311.49,Medium,Low,Established,Experienced,Low,0
105281,F,54,0,1,Civil marriage,Secondary,With parents,Y,N,Working,Sales staff,20900.0,4.0,214,3,0.17,0,0,1,0,2026-03-23,Credit Card,52389.74,Web,General Spending,296.16,1053.47,4778.24,44617.29,6152.05,719,1,v1.0,1741.67,392.04,0.1379,10930.29,Low,Low,Long,Experienced,Low,0
105282,M,40,0,2,Separated,Secondary,House / apartment,N,Y,State servant,Accountants,44700.0,2.9,54,0,0.246,0,1,1,0,2026-05-30,Credit Card,56408.32,Web,Debt Consolidation,869.22,1479.36,13305.12,16014.09,2933.54,672,1,v1.0,3725.0,1376.42,0.1832,16238.66,Medium,Moderate,Established,Early Career,Low,0
105283,F,21,0,1,Civil marriage,Incomplete higher,With parents,N,N,Working,Unknown,88200.0,3.7,0,6,0.425,0,1,0,0,2026-04-19,Credit Card,94891.29,Branch,Emergency Expense,3370.03,3291.45,50532.38,59036.81,8224.76,521,1,v1.0,7350.0,688.52,0.1393,58757.14,High,High,New,Experienced,Low,0
105284,M,44,1,3,Civil marriage,Higher education,House / apartment,Y,N,Pensioner,Laborers,17100.0,0.0,35,1,0.289,3,1,1,0,2026-09-10,Personal Loan,29257.46,Mobile App,Debt Consolidation,394.63,716.91,8245.13,11023.13,4165.78,579,1,v1.0,1425.0,313.46,0.3779,12410.91,Low,Moderate,Developing,New,High,0
105285,F,31,0,2,Civil marriage,Secondary,House / apartment,N,Y,Student,Unknown,12000.0,28.1,46,5,0.451,2,0,1,0,2025-12-25,Credit Card,102315.51,Mobile App,General Spending,504.39,550.79,6911.82,68271.51,28614.46,505,1,v1.0,1000.0,-55.18,0.4191,35526.28,Low,High,Established,Long Tenure,High,0
105286,F,26,2,4,Married,Secondary,Rented apartment,N,Y,Working,Core staff,41900.0,6.0,22,2,0.382,0,0,0,0,2025-06-28,Credit Line,19573.65,Mobile App,General Spending,1305.12,1272.31,17005.54,33409.47,4531.16,602,1,v1.0,3491.67,914.24,0.1356,21536.7,Medium,High,Developing,Experienced,Low,0
105287,M,30,0,2,Married,Higher education,House / apartment,N,Y,Working,Managers,38400.0,11.6,44,1,0.228,0,1,0,1,2026-06-22,Credit Line,55711.37,Mobile App,Education,673.89,1938.6,15016.21,24918.55,4655.04,601,1,v1.0,3200.0,587.51,0.1868,19671.25,Medium,Moderate,Established,Long Tenure,Low,1
105288,M,45,0,1,Single / not married,Higher education,House / apartment,N,Y,Student,Core staff,27800.0,4.0,82,3,0.265,0,1,0,0,2025-06-14,Credit Card,13615.2,Mobile App,General Spending,568.52,1322.7,12475.86,50004.1,14806.17,662,1,v1.0,2316.67,425.45,0.2961,27282.03,Low,Moderate,Long,Experienced,Low,0
105289,F,53,1,2,Separated,Higher education,House / apartment,N,Y,State servant,Laborers,119000.0,5.3,196,0,0.102,0,1,1,1,2025-07-01,Credit Card,62668.76,Mobile App,General Spending,1018.87,3289.45,20158.71,49387.14,7624.05,716,1,v1.0,9916.67,5608.35,0.1544,27782.76,Very High,Low,Long,Experienced,Low,1
105290,M,45,0,2,Single / not married,Higher education,Rented apartment,Y,Y,Working,Sales staff,147600.0,4.3,87,0,0.108,0,1,0,1,2026-06-01,Personal Loan,40974.6,Mobile App,Emergency Expense,1214.64,4155.96,22439.15,34008.79,5132.25,696,1,v1.0,12300.0,6929.4,0.1509,27571.4,Very High,Low,Long,Experienced,Low,1
105291,M,46,0,2,Married,Higher education,With parents,N,Y,Working,Sales staff,38900.0,2.0,133,0,0.209,0,1,1,0,2026-07-04,Credit Card,80801.13,Web,Emergency Expense,685.33,1774.88,9472.65,8364.84,1665.08,723,1,v1.0,3241.67,781.46,0.1991,11137.73,Medium,Moderate,Long,Early Career,Low,0
105292,M,45,0,2,Separated,Higher education,House / apartment,N,Y,Commercial associate,Managers,71100.0,9.7,114,3,0.279,0,1,0,0,2025-07-31,Credit Card,57185.07,Branch,Education,1600.11,2757.79,32419.58,62220.99,1462.44,744,1,v1.0,5925.0,1567.1,0.0235,33882.02,High,Moderate,Long,Long Tenure,Low,0
105293,M,41,0,2,Single / not married,Incomplete higher,With parents,Y,Y,Working,Cooking staff,53700.0,2.5,87,0,0.206,0,1,1,1,2026-03-31,Credit Card,56183.19,Mobile App,General Spending,890.62,2051.24,18317.97,18027.15,3966.18,646,1,v1.0,4475.0,1533.14,0.22,22284.15,Medium,Moderate,Long,Early Career,Low,1
105294,F,47,1,2,Single / not married,Incomplete higher,Rented apartment,N,Y,Working,Laborers,65400.0,7.7,118,1,0.342,0,1,0,0,2026-07-29,Credit Card,25380.36,Mobile App,Education,1857.69,2049.96,29876.61,30837.0,9503.83,706,1,v1.0,5450.0,1542.35,0.3082,39380.44,High,Moderate,Long,Long Tenure,Low,0
105295,M,21,0,1,Single / not married,Secondary,House / apartment,Y,Y,Working,Unemployed,70100.0,0.2,0,0,0.191,0,1,0,1,2026-05-13,Personal Loan,89429.09,Branch,General Spending,1205.44,3208.93,17125.38,26228.44,7399.36,589,1,v1.0,5841.67,1427.3,0.2821,24524.74,High,Low,New,New,Low,1
105296,M,41,1,2,Single / not married,Higher education,Rented apartment,N,Y,Working,Managers,52700.0,4.9,124,0,0.144,0,1,1,1,2025-01-04,Personal Loan,56328.61,Mobile App,Travel,604.93,1492.87,5986.48,12896.09,1981.89,714,1,v1.0,4391.67,2293.87,0.1537,7968.37,Medium,Low,Long,Experienced,Low,1
105297,F,28,1,3,Married,Secondary,Rented apartment,N,Y,Working,Drivers,35400.0,26.8,39,3,0.235,0,1,1,0,2026-02-19,Personal Loan,53505.93,Mobile App,General Spending,703.46,1270.43,12143.48,52936.2,17868.49,625,1,v1.0,2950.0,976.11,0.3375,30011.97,Medium,Moderate,Established,Long Tenure,Low,0
105298,M,52,1,2,Married,Secondary,House / apartment,N,Y,Commercial associate,Laborers,38400.0,7.5,141,2,0.212,0,0,0,0,2025-04-16,Personal Loan,15539.7,Web,Education,702.51,1768.86,11474.53,25002.28,5817.98,711,1,v1.0,3200.0,728.63,0.2327,17292.51,Medium,Moderate,Long,Long Tenure,Low,0
105299,M,38,2,4,Widow,Higher education,House / apartment,N,Y,Pensioner,Medicine staff,32800.0,0.0,51,2,0.223,0,0,0,0,2026-06-12,Credit Card,28383.56,Partner,Travel,550.54,1758.15,10017.21,35267.36,10408.22,682,1,v1.0,2733.33,424.64,0.2951,20425.43,Medium,Moderate,Established,New,Low,0
105300,F,40,1,3,Married,Higher education,Municipal apartment,N,Y,Commercial associate,Medicine staff,64100.0,4.0,64,2,0.229,0,1,0,1,2025-02-11,Credit Card,105609.06,Mobile App,Emergency Expense,1274.4,1999.53,10469.15,37886.3,7278.29,674,1,v1.0,5341.67,2067.74,0.1921,17747.44,High,Moderate,Long,Experienced,Low,1
105301,M,23,0,1,Single / not married,Incomplete higher,Rented apartment,N,Y,Working,Accountants,41100.0,2.0,5,1,0.031,0,1,1,0,2026-09-11,Credit Line,59009.56,Partner,Debt Consolidation,113.1,1789.83,2034.99,22289.43,6122.02,618,1,v1.0,3425.0,1522.07,0.2747,8157.01,Medium,Low,New,Early Career,Low,0
105302,F,51,0,2,Married,Secondary,Co-op apartment,N,Y,Commercial associate,Laborers,49000.0,3.2,84,2,0.156,0,1,0,0,2025-04-21,Credit Line,111796.27,Mobile App,General Spending,686.23,1316.71,14519.92,20465.92,3204.92,745,1,v1.0,4083.33,2080.39,0.1566,17724.84,Medium,Low,Long,Experienced,Low,0
105303,F,46,0,2,Separated,Secondary,House / apartment,Y,Y,Pensioner,Core staff,50400.0,0.0,158,1,0.219,0,1,0,0,2025-09-19,Personal Loan,108439.99,Mobile App,Debt Consolidation,838.21,1652.46,14603.7,21065.79,5140.94,713,1,v1.0,4200.0,1709.33,0.244,19744.64,Medium,Moderate,Long,New,Low,0
105304,M,46,2,4,Married,Secondary,House / apartment,Y,Y,Commercial associate,Cooking staff,54500.0,7.5,78,3,0.24,0,0,0,0,2025-05-26,Personal Loan,22292.59,Mobile App,General Spending,999.41,1515.87,15221.59,36100.35,8071.61,689,1,v1.0,4541.67,2026.39,0.2236,23293.2,Medium,Moderate,Long,Long Tenure,Low,0
105305,F,31,1,3,Single / not married,Higher education,House / apartment,Y,N,Pensioner,Core staff,36800.0,0.0,43,0,0.122,0,1,0,0,2026-05-23,Credit Card,30617.42,Branch,Emergency Expense,372.51,1811.62,8914.76,10435.86,902.66,619,1,v1.0,3066.67,882.54,0.0865,9817.42,Medium,Low,Established,Experienced,Low,0
105306,M,31,0,1,Married,Lower secondary,Rented apartment,Y,Y,Working,Core staff,106600.0,2.8,13,2,0.29,0,1,0,0,2025-09-03,Credit Card,100887.42,Web,General Spending,2553.24,3964.84,45505.44,65383.07,23565.45,587,1,v1.0,8883.33,2365.25,0.3604,69070.89,Very High,Moderate,Developing,Early Career,Low,0
105307,M,42,2,4,Married,Higher education,House / apartment,N,Y,State servant,Laborers,57800.0,11.7,73,1,0.306,0,1,1,0,2026-04-09,Personal Loan,87386.66,Web,General Spending,1476.18,2947.8,30656.81,22952.46,4921.35,647,1,v1.0,4816.67,392.69,0.2144,35578.16,Medium,Moderate,Long,Long Tenure,Low,0
